THIAGO DE ARAUJO CORREA ME;09.297.564/0001-02;;CONSTRUTORA
LUMA SERV E ENGENHARIA LTDA;01.291.282/0001-96;;CONSTRUTORA
BIN & GONÇALVES PREZA CONST E COM LTDA;57.784.829/0001-40;;CONSTRUTORA
CONSLADEL CONST LACOS DET E ELET LTDA;55.996.615/0001-01;;CONSTRUTORA
JC INACIO COM MAN E MONTAGENS IND LTDA;04.024.699/0001-80;;CONSTRUTORA
CONSTRUTORA BSZ LTDA;10.404.401/0001-60;;CONSTRUTORA
SEENG SERIÇOS DE ENGENHARIA LTDA;74.164.245/0001-90;;CONSTRUTORA
ADN CONSTRUÇÕES CAMPINAS LTDA ME;06.139.504/0001-73;adnconstrucoes@gmail.com,;CONSTRUTORA
ROBERTO KASSOUF ENGENHARIA LTDA;59.365.155/0001-74;;CONSTRUTORA
BARRETO MOURÃO CONSTRUTORA LTDA EPP;10.925.919/0001-40;;CONSTRUTORA
LUZ & ROSSI MAN PREDIAL E IND LTDA - EPP;08.014.891/0001-47;;CONSTRUTORA
ARCHIDEAL PROJETOS LTDA;09529030/0001-64;;CONSTRUTORA
JMRB CONSTRUÇÕES LTDA ME;11227775/0001-10;;CONSTRUTORA
CONSTRUTORA VÃO LIVRE LTDA;56.044.811/0001-49;;CONSTRUTORA
MARCIO ANTONINI;05.632.606/0001-63;antonini.terraplenagem@uol.com.br,;CONSTRUTORA
RZC ENGENHARIA E CONSTRUÇÕES LTDA;07.105.602/0001-52;;CONSTRUTORA
AÇÃO ENGENHARIA LTDA;61.389.359/0001-97;;CONSTRUTORA
CONSTRUBARBI CONST E COM LTDA;04981103/0001-30;;CONSTRUTORA
ECOMAX ENGENHARIA LTDA;09447014/0001-22;;CONSTRUTORA
ARAUA CONSTRUTORA LTDA;67.369.850/0001-32;;CONSTRUTORA
TEGEN ENG COM E CONSTRUÇÕES LTDA;02801798/0001-04;bruna@tegen.com.br,;CONSTRUTORA
J.L. ENGENHARIA DE FUNDAÇÕES E COMERCIO;54.139.977/0001-13;;CONSTRUTORA
SOLIBASE ENGENHARIA E COMERCIO LTDA;57819450/0001-28;;CONSTRUTORA
LY & NP PROJETOS E CONSTRUÇÕES LTDA;09.121.504/0001-34;;CONSTRUTORA
FOCS CONSTRUTORA E ENGENHARIA LTDA-EPP;71.583.694/0001-85;;CONSTRUTORA
LINEAL MS ENG E CONST LTDA;07.368.527/0001-12;alex@lineal.com.br,;CONSTRUTORA
MGH CONST E COM LTDA;;;CONSTRUTORA
CONSTRUTORA FERRAZ;10924727/0001-19;;CONSTRUTORA
SHINHAMA COM E CONST LTDA ME;10454426/0001-79;;CONSTRUTORA
GILBERTO MARQUES DIA ME;11749653/0001-94;;CONSTRUTORA
CARVALHO E DOMINGUES COM CONST LTDA;10732465/0001-90;;CONSTRUTORA
GOMAP ENGENHARIA E COM LTDA EPP;00.729.193/0001-16;;CONSTRUTORA
SOPLAN ENG E COM LTDA;58767831/0001-73;;CONSTRUTORA
AIKAWA COMERCIO E CONSTRUÇÃO LTDA-ME;03.460.539/0001-11;;CONSTRUTORA
SOUZA E RAMOS CONTRUÇOES LTDA-ME;11749615/0001-31;;CONSTRUTORA
HECOSE CONSTRUTORA LDA;11510622/0001-86;;CONSTRUTORA
CONSTRUTORA FATECRIL LTDA;96681804/0001-72;;CONSTRUTORA
FABECON ENGENHARIA E CONSTRUÇÃO CIVIL LTDA;09121639/0001-08;;CONSTRUTORA
EAP ENGENHARIA LTDA;07550869/0001-59;;CONSTRUTORA
BETONTIX TECNOLOGIA E COMERCIO LTDA;08967458/0001-26;;CONSTRUTORA
BETONTIX PRODUTOS PARA INDUSTRIA LTDA;09306688/0001-07;;CONSTRUTORA
DELTA CONSTRUÇÕES;10788628/0001-57;agamenon.silva@deltaconstrucao.com.br,;CONSTRUTORA
KAREN CRISTINA DE FARIA;10355591/0001-73;;CONSTRUTORA
SCALA TEC CONSTRUÇÕES RACIONALIZADAS LTDA;14148632/0001-01;;CONSTRUTORA
PROVIDENCIAL SERVICE CONSTRUÇÕES LTDA;12483552/0001-87;;CONSTRUTORA
AJM CONSTRUTORA LTDA;48752133/0001-40;;CONSTRUTORA
SIRLEY FORNER ME;09184072/0001-00;;CONSTRUTORA
MARCO PAULO FERNANDES - ME;06069305/0001-36;;CONSTRUTORA
IRX CONSTRUÇÕES E SERVIÇÕS LTDA;12266061/0001-84;;CONSTRUTORA
ERMELINDO DIAS FERNANDES FILHO - ME;06882063/0001-03;;CONSTRUTORA
PRESSERV ENGENHARIA, CONSTRUCOES E SERVICOS;67163170/0001-68;;CONSTRUTORA
PERFECT PAVIMENTAÇÃO LTDA ME;18850859/0001-55;;CONSTRUTORA
CONSTRUTORA CLARK LTDA;65527939/0001-54;;CONSTRUTORA
BEC BIOLCHINI ENG E CONSTRUÇÕES LTDA;59731935/0001-90;;CONSTRUTORA
NATURE CONSTRUÇÕES LTDA;10617733/0001-23;;CONSTRUTORA
USICON CONSTRUÇÕES PRÉ-FABRICADAS;58087172/0001-24;;CONSTRUTORA
TECMAN SERVIÇOS TÉCNICOS PREDIAIS LTDA;08065993/0001-91;;CONSTRUTORA
FORZA ENGENHARIA CONSULTORIA E ASSESORIA LTDA;10448196/0001-35;;CONSTRUTORA
CI CONSTRUTORA INDAIA LTDA;00764173/0001-86;;CONSTRUTORA
MARTINS PRESTACAO DE SERVICOS EM CONSTRUCOES LTDA - ME;13765690/0001-11;;CONSTRUTORA
MARIA RITA FERREIRA DA FONSECA;13582435/0001-33;;CONSTRUTORA
J A CONSTRUCAO E PRESTACAO DE SERVICOS S C LIMITADA;80926983/0001-20;;CONSTRUTORA
RODOSERV ENGENHARIA LTDA;15.108.349/0001-19;;CONSTRUTORA
FRANCO BERARDI ENGENHARIA LTDA;35.768.191/0001-10;;CONSTRUTORA
INTACTA ENGENHARIA E CONSTRUCOES;65034563/0001-46;rh@intacta.com.br,;CONSTRUTORA
M5 CONSTRUCOES LTDA;08921453/0001-62;comercialm5@terra.com.br,;CONSTRUTORA
CONSTRUTORA CAMPOS E CIA LTDA - ME;11551514/0001-51;;CONSTRUTORA
IMPACTO CAMPINAS LTDA;72.784.804-0001-30;;EMPREITEIRAS
JB CAMPINAS LTDA;01.550.287/0001-96;;EMPREITEIRAS
JODMAC MONT. E COM. LTDA;02725.650/0001-20;;EMPREITEIRAS
LUMA SERVIÇOS DE ENGENHARIA LTDA;01.291.282/0001-96;;EMPREITEIRAS
GRUPO AMERICANA LTDA;72.785.249/0001-60;;EMPREITEIRAS
REGIS QUEIROZ RIBEIRO CAMPINAS-ME;04.071.167/0001-02;;EMPREITEIRAS
GIOMAR AUDÊNCIO NOGUEIRA -EPP;58.378.266/0001-52;;EMPREITEIRAS
V. SIMÕES SERVIÇOS -ME;03.730.698/0001-99;;EMPREITEIRAS
JKL CONSTRUÇÕES E PROJETOS LTDA;69.060.200/0001-36;;EMPREITEIRAS
AMERICAN FUROS;03.013.704/0001-97;;EMPREITEIRAS
IMPERMEABILI SERV. DE IMPERMEABILIZ.  LTDA-ME;05.773.755/0001-42;;EMPREITEIRAS
W. REZENDE CONSTRUÇÃO CIVIL LTDA;06.048.104/0001-52;;EMPREITEIRAS
OLIVETTI & MATTIELLO LTDA;58.515.388/0001-43;;EMPREITEIRAS
EXPEDITO LUIZ DOS SANTOS;01.817.507/0001-03;;EMPREITEIRAS
SERG PAULISTA CONSTR. E SERV. TECNICOS LTDA;65.853.889/0001-03;;EMPREITEIRAS
CANDIL CAMPINAS DIVISÓRIAS LTDA;04.703.676/0001-00;;EMPREITEIRAS
ALTERNATIVA SERV. DE TERCEIRIZ. EM GERAL LTDA;68.000.199/0001-91;;EMPREITEIRAS
AMERICAN INT. COM E SERV. EM PISOS E FOR LTDA;02.427.663/0001-12;;EMPREITEIRAS
EQUIPE A LOCAÇÃO E COM. DE MAQUINAS LTDA;01.287.006-0001-54;;EMPREITEIRAS
REVESTIMENTOS CAMPINAS LTDA ;51.039.410/0001-87;;EMPREITEIRAS
WORK´S COMÉRCIO E SERVIÇOS LTDA. - ME;02.953.044/0001-61;;EMPREITEIRAS
ARLINDO P.  DOS SANTOS CONSTRUÇÕES LTDA;06.372.087/0001-04;;EMPREITEIRAS
FJM CONSTRUÇÕES E ACABAMENTOS LTDA;06.916.539/0001-71;;EMPREITEIRAS
JJ COM. DE PISOS E RESTIMENTOS LTDA;02.906.581/0001-50;;EMPREITEIRAS
CMV EMPREITEIRA LTDA;04.708.022/0001-61;;EMPREITEIRAS
COSTA ELORENTZ COM. VAR. DE L. E SERV. LTDA-ME;05.879.263/0001-36;;EMPREITEIRAS
ROCHA , MARTIN. & REIS MAT. DE CONSTR. LTDA-ME;03.010.654/0001-94;;EMPREITEIRAS
ELDORADO EMPREITEIRA DE OBRAS S/C LTDA;01.345.604/0001-32;;EMPREITEIRAS
COSTA MACHADO INST. E REFORMAS LTDA;02.750.823/0001-60;;EMPREITEIRAS
JULIO CESAR F. P. LIMPEZA -ME;59.736.496/0001-09;;EMPREITEIRAS
JEOVA BATISTA DE OLIVEIRA-ME;01.549.644/0001-04;;EMPREITEIRAS
S. DE LIZ PEREIRA - ME;01.686.447/0001-29;;EMPREITEIRAS
DAVID JONAS BARIM-ME;05.603.219/0001-07;;EMPREITEIRAS
IRENE ALVES S. CONSTRUÇÃO -  EPP;07.388.278/0001-27;;EMPREITEIRAS
CARLOS EDUARDO GALVÃO-ME;05.887.554/0001-76;;EMPREITEIRAS
G. M. POPIN-ME;02.178.529/0001-25;;EMPREITEIRAS
A NACIONAL REVESTIMENTOS LTDA;04.770.257/0001-83;;EMPREITEIRAS
CLAUDIO ROBERTO ORBITELLI-ME;00.627.104/0001-20;;EMPREITEIRAS
COGO & PEREIRA LTDA-ME;05.492.811/0001-70;;EMPREITEIRAS
COMERCIAL   MULTI   MAGRI LTDA;64.789.084/0001-77;;EMPREITEIRAS
EMPREITEIRA IRMÃOS GONÇALVES;07.374.159/0001-15;;EMPREITEIRAS
JOSÉ FRANCISCO MIGUEL ;49.600.539/0001-70;;EMPREITEIRAS
SANTOS & MORAIS VALINHOS LTDA;02.378.869/0001-08;;EMPREITEIRAS
SINNEN SISTEMAS INTEGRADOS DE ENGENHARIA LTDA;;;EMPREITEIRAS
PRÉ-VALE PRÉ-MOLDADOS DE CONCRETO LTDA;05.032.192/0002-12;;EMPREITEIRAS
PROTEÇÃO - SEGURANÇA ELETRÔNICA PORTARIA E LIMPEZA LTDA ME;07.551.999/0001-06;;EMPREITEIRAS
ALFADIMMI EQUIPAMENTOS ESPECIAIS;60.230.893/0001-93;;EMPREITEIRAS
DEMOLIDORA ABC LTDA;01.332.848/0001-80;;EMPREITEIRAS
KAREN CRISTINA DE FARIA;10.355.591/0001-73;;EMPREITEIRAS
EMPREITEIRA LUI LTDA ME;11.148.506/0001-69;;EMPREITEIRAS
PROMAC SERV ALVENARIA LTDA;10.739.579/0001-62;;EMPREITEIRAS
BLOQPAV PAV INT IND COM REP E SERV LTDA;07.572.078/0001-20;;EMPREITEIRAS
RUTE DOS SANTOS LOPES EMPREITEIRA;09.612.175/0001-24;;EMPREITEIRAS
RECONST ENGENHARIA E COMERCIO LTDA;69089365/0001-30;;EMPREITEIRAS
CRISTIANO RANGEL VIEIRA CONST ME;01908598/0001-84;;EMPREITEIRAS
ENGECONDOR ENG E CONST LTDA;00489803/0001-51;;EMPREITEIRAS
SINAI CONSTRUTORA LTDA;07023019/0001-00;;EMPREITEIRAS
VALLE DO JABOQUE CONST COM E SERV LTDA;10761515/0001-68;;EMPREITEIRAS
BRITO & MENEZES OBRAS LTDA;11939422/0001-43;;EMPREITEIRAS
J SILVA EDIFICAÇÕES LTDA;06.253.586/0001-82;;EMPREITEIRAS
URBANA SERVIÇOS DE ENGENHARIA LTDA;02.508.674/0001-27;;EMPREITEIRAS
LBR ENGENHARIA E CONSULTORIA LTDA;01.573.246/0001-15;;EMPREITEIRAS
SERVTEC INTALACOES E MANUTENCAO LTDA;05208211/0001-38;;EMPREITEIRAS
FABECON ENG E CONST CIVIL LTDA;09121639/0001-08;;EMPREITEIRAS
POLLO ENG, PROJETOS E CONSTRUÇÕES LTDA;04.586.556/0001-62;;EMPREITEIRAS
SILVA & LIMA CONSTRUÇÕES E ACABAMENTOS LTDA - ME;14602802/0001-86;;EMPREITEIRAS
300 CONSTRUTORA ENGENHARIA E PROJETOS LTDA - ME;14443342/0001-90;;EMPREITEIRAS
ADRIANO APARECIDO MARIANO 29133652805;12023137/0001-40;;EMPREITEIRAS
C D F EMPREITEIRA LTDA ME;14738873/0001-00;;EMPREITEIRAS
ESTACAS J. BALBINO LTDA;49.051.329/0001-70;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
SONDOSOLO GEOTECNIA E ENGENHARIA LTDA;48.190.573/0001-51;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
UNISOLO FUNDAÇÕES E COMÉRCIO LTDA;59.399.543/0001-76;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
TOPOGRAFIA MOURA E OBRAS LTDA;03.238.554/0001-10;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
FUNDESP FUNDAÇÕES ESPECIAIS LTDA;49.327.869/0001-34;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
DBO ENGENHARIA AMBIENTAL LTDA;03.584.865/0001-30;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
HVS ENGENHARIA E FUNDAÇÕES LTDA;48.209.936/0001-53;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
GERALSONDA PERFURAÇÕES DE SOLO S/C LTDA.;02.683805/0001-02;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
TOPLAN;50.085.190/0001-65;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
HELIX ENGENHARIA E GEOTECNIA LTDA;02.034.423/0001-58;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
BRASTOPO TOPOG. E AGRIM. LTDA;07.591.189/0001-83;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
GEOTEC ENGENHARIA FUNDAÇÕES E COM. LTDA;54.184.098/0001-03;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
TS AGRIMENSURA ENGENHARIA LTDA;71.603.955/0001-81;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
IPR IND. DE PRÉ FABRICADOS RAFARD LTDA-ME;64.745.540/0001-87;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
ARI OSWALDO SOARES DOS SANTOS-ME;03.263.626/0001-89;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
ESTATEC ENGENHARIA DE FUNDAÇÕES LTDA; 57.905.580/0001-83;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
LOCALPOÇOS CONS. E ACES. EM POÇOS ATES. LTDA;01.369.575/0001-49;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
M.M. TOPOGRAFIA ;;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
MB PERFIL DE FUNDAÇÕES LTDA;05.425.940/0001-46;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
R & A - TOPOGRAFIA LTDA - ME;59.038.661/0001-59;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
AMERICAN DRILLING DO BRASIL LTDA;02.800.574/0001-70;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
RETROCAMP TERRAPLANAGEM - ADRIANO DA SILVA FARIAS ME;;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
FURATEX, FUNDAÇÕES, OBRAS E COMERCIO;03.263.626/0001-89;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
BACCHIN OBRAS DE TRRAPLENAGEM LDT;09.321.823/0001-93;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
SANTO ELIAS POÇOS ARTESIANOS;05.521.374/0001-76;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
H.V.S.FUNDAÇÃO E SONDAGEM LTD;09.042.999/0001-06;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
TEC-TOP SERVIÇOS TOPOGRAFICOS;04.889.053/0001-66;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
J.L.ENGENHARIA DE FUNDAÇÕES E COMERCIO;54.139.977/0001-13;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
ARYI OSWALDO SOARES DOS SANTOS;03.263.626/0001-89;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
GEBASE ENG DE SOLO E FUNDAÇÕES LTDA;08.569.137/0001-73;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
LG PERFURAÇÕES DE SOLO LTDA EPP;10647728/0001-63;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
HVS FUNDAÇÃO E SONDAGEM LTDA;09042999/0001-06;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
TEC TOP SERVIÇOS TOPOGRAFICOS LTDA;04.889.053/0001-66;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
ENGECON ENG E FUNDAÇÕES LTDA;51374197/0001-60;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
QUALIFUND FUNDACOES E COMERCIO LTDA;03.359.011/0001-50;alessandra@qualifund.com.br,;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
RUBREMA TERRAPLENAGEM E PAV LTDA;68104751/0001-91;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
ALMEIDA SONDAS PERFURACOES E SONDAGEM LTDA;03.855.220/0001-95;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
CONSTRAUSS FUNDACOES LTDA;00.023.801/0001-72;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
GEOESP GEOTEC E FUNDAÇÕES LTDA;57905580/0001-83;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
ANTONINI FUNDAÇÕES LTDA;13296542/0001-03;antonini.terraplenagem@uol.com.br,;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
MARCIUS TOPOGRAFIA LTDA;10921018/0001-80;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
MARCIO COLTRO GOUVEA DEMOLIÇÕES ;08053814/0001-04;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
PS DE LIMA PERF DE SOLO ME;13003634/0001-40;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
MANOEL FORMIGA LACERDA;08.352.745/0001-21;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
EMPREITEIRA VICENTE LTDA;02572563/0001-80;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
EXATA FUNDAÇÕES ESPECIAIS LTDA;55356968/0001-47;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
JLC TOPOGRAFIA E CONSTRUÇÃO CIVIL LTDA;13923609/0001-84;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
TECHNE FUNDAÇÕES LTDA;07476925/0001-52;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
VAC FERNANDES ENGENHARIA LTDA;06905789/0001-06;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
EBENEZER - SERVIÇOS TOPOGRAFICOS LTDA - ME;05474908/0001-50;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
F X FUNDAÇÕES E ESTACAS STRAUSS LTDA;07731264/0001-64;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
GARUTI FUNDAÇÕES LTDA - ME;14274744/0001-09;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
FALCÃO PERFURAÇÃO, ESTACAMENTO E CONSTRUÇÕES LTDA;12331306/0001-00;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
REFORT ESTAQUEAMENTO PARA CONSTRUÇÕES LTDA;08084960/0001-99;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
GREGORIO CONSTRUTORA LTDA EPP;09354752/0001-25;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
LMK - CONTROLES TECNOLOGICOS LTDA - ME;13.595706/0001-95;;FUNDAÇÕES,  ESTACAS, POÇOS, TOPOGRAFIA, ESTUDOS GEOLÓGICOS
;;;
;;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
CONSEVEN CONSTR. ELÉTRICAS LTDA;50.977.065/0001-60;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
TELEMA ELETRICIDADE E MANUT. LTDA;02.312.018/0001-54;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
TELEME COM. E MAN. LTDA-EPP;03.517.328/0001-78;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
TORMEL ENGENHARIA LTDA;56.848.575/0001-13;dutra@tormel.com.br,;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
EHC ELÉTRICA E HIDRAULICA CAMPINAS LTDA;45.778.123/0001-96;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
TREVISAN TEC MANUTENÇÃO E COMÉRCIO LTDA;02.899.214/0001-77;financeiro@trevisan-tec.com.br,;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
OSVALDO TOMAZ RUELA;50.090.463/0001-60;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
A LIMPADORA E DESENTUPIDORA BRASIL S/C LTDA;03.515.286/0001-36;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
RIZAL CONSTRUÇÕES ELÉTRICAS LTDA;57.484.990/0001-06;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
PELTIER COM. E INDUSTRIA LTDA;45.731.932/0001-42;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
JOÃO LUIZ ZAMBELLO DOS SANTOS-ME;01.534.539/0001-93;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
COMFICA SOLUÇÕES DE TELECOMUNICAÇÕES LTDA;13166134/0001-29;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
CONGESP INSTALAÇÕESE COMÉRCIO LTDA;68.290.360/0001-09;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
LACERDA SISTEMAS DE ENERGIA LTDA;02.699.847/0001-31;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
UNISERV COM. IMP. E EXP. LTDA;00.783.792/0001-18;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
ELETROMÁQUINAS COM. E REPRES. LTDA;44.631.109/0001-00;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
HELMONT HIDRAULICA ELETROM. DE MONT. LTDA;57.498.974/0001-64;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
PIREL COM. E INSTALAÇÕES LTDA;66.088.048/0001-01;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
ML DE ALMEIDA ELÉTRICA LTDA;57.498.974/0001-64;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
FAP MANUTENÇÃO E SERVIÇOS LTDA;05.547.080/0001-13;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
FD TELECOM LTDA-ME;03.082.314/0001-79;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
TERMOVOLT AR COND. E INST. ELÉTRICAS LTDA;03.872.687/0001-43;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
ENGEDUTO ENGENHARIA E INDUSTRIA LTDA;27.045.921/0001-27;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
HINDRAER COLOCAÇÃO E MONT. S/C LTDA-ME;59.486.647/0001-18;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
ELETROTESTE MANUTENÇÃO ELÉTRICAS LTDA;64.941.818/0001-91;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
DANTEC CAM TELESISTEMAS LTDA-EPP;05.739.002/0001-10;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
ENGENEL ENGENHARIA ELÉTRICA LTDA;52.157.450/0001-96;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
ATM SYSTEMS  SIST. DE ENERGE INFORMÁTICA LTDA;06.975.694/0001-69;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
SIBRA INFORMÁTICA E REDES LTDA;03.483.921/0001-40;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
DURAFER ELET. HIDRÁUL. E REFRIG. LTDA;02.418.307/0001-32;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
CG SISTEMAS ELETRONICOS LTDA;02.188.870/0001-61;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
TELE DESIGN SERV.  E COM. DE TELEC. LTDA;01.187.018/0001-07;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
DEM ASSEWSSORIA EMPRESARIAL         LTDA;04.752.320-0001-59;;ELÉTRICA-HIDRAULICA-TELEFONIA-REDES INF.
